"Area","Company","Item","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Louisiana","17600041LA (ABITA SPRINGS NATURAL GAS CO)","Residential Sales Revenue","385445","355742","346693","335042","396540","349566","403007","456449","393704","460089","365932","308619","377090","436856","365633","344646","330938","401259","415956","383837","464655"
"Louisiana","17600041LA (ABITA SPRINGS NATURAL GAS CO)","Residential Sales Volume","30982","31432","36144","32849","27954","24690","27460","30230","31740","37898","31321","25010","29670","35165","27330","25953","24140","30296","28277","26977","32523"
"Illinois","17600042IL (NEW BOSTON MUN GAS SYS)","Residential Sales Revenue","249452","164241","215086","210185","228409","221508","223541","263745","233828","225746","213897","157414","197197","209730","176243","166870","215203","205428","177311","175774","170277"
"Illinois","17600042IL (NEW BOSTON MUN GAS SYS)","Residential Sales Volume","26453","25543","26242","23328","23307","21197","21229","25069","24007","22269","21700","16783","22443","25439","19796","18464","18212","22933","22836","19934","19536"
"Illinois","17600043IL (VILLAGE OF PLEASANT HILL)","Residential Sales Revenue","329396","282357","296123","294876","331145","291592","287672","310489","242539","269455","238371","202489","243837","280949","226411","216709","207671","276348","258602","264130","451665"
"Illinois","17600043IL (VILLAGE OF PLEASANT HILL)","Residential Sales Volume","32407","33761","34312","31520","29211","26094","28071","33886","28636","28642","31311","26682","26516","29553","23617","23840","22669","31202","27798","27473","23531"
"Illinois","17600044IL (VILLAGE OF PAWNEE)","Residential Sales Volume","80947","84735","83740","81343","75695","68645","77643","83225","77745","73166","72238","61443","71661","81306","65700","62495","62445","70546","68970","66649","58746"
"Illinois","17600044IL (VILLAGE OF PAWNEE)","Residential Sales Revenue","804062","739975","788617","853492","826593","800132","869602","945773","737960","768446","710466","705316","808081","961448","749664","718014","717268","790667","782756","794703","837438"
"Georgia","17600046GA (COLQUITT GAS SYS CITY OF)","Residential Sales Volume","6497","6773","7030","2573","2097","1650","1546","1420","1403","3644","4008","","3827","4064","3014","2589","2477","3726","2579","2267","2520"
"Georgia","17600046GA (COLQUITT GAS SYS CITY OF)","Residential Sales Revenue","89983","66785","82054","37282","40498","33760","27835","27177","22432","50248","52654","","56578","61795","39646","35607","36862","50631","38205","32254","38520"
"Georgia","17600047GA (CAIRO NAT GAS SYS)","Residential Sales Volume","61177","61496","58717","56290","53477","43411","41273","53184","41369","52297","39939","27163","33200","36641","30576","27241","25298","34390","28251","27983","31258"
"Georgia","17600047GA (CAIRO NAT GAS SYS)","Residential Sales Revenue","797522","664161","759584","786868","883283","793095","711095","691392","642146","817387","593011","422459","495893","539373","452250","429819","460095","537863","466142","398003","518138"
"Alabama","17600048AL (FLORALA GAS DEPARTMENT)","Residential Sales Revenue","128054","91232","99460","104503","158217","240032","241228","242835","170816","","171013","145966","124631","130155","99135","109242","103051","117261","99692","88896","89984"
"Alabama","17600048AL (FLORALA GAS DEPARTMENT)","Residential Sales Volume","23670","20000","18556","14957","15584","12912","12849","12098","8890","","9819","7613","7119","7399","5328","5287","4470","5262","4232","4035","3675"
"Georgia","17600048GA (WARNER ROBINS CITY OF)","Residential Sales Revenue","5733444","4468253","4854679","5961933","7302279","6901278","6503970","7218367","4611167","5256224","4264569","3133674","3569574","4232429","3147759","2555780","2582035","3344222","2993332","2484600","3033316"
"Georgia","17600048GA (WARNER ROBINS CITY OF)","Residential Sales Volume","809436","409019","412798","487111","491245","417753","402847","435223","300989","374461","301704","221361","268344","288684","247184","202557","180783","242118","215777","194087","231424"
"Alabama","17600049AL (WEST JEFFERSON GAS SYS TOWN OF)","Residential Sales Revenue","381454","273380","251985","252185","290219","340618","338893","337167","242712","291939","249518","182294","252407","272001","222101","189846","174026","258269","198733","180871","166905"
"Alabama","17600049AL (WEST JEFFERSON GAS SYS TOWN OF)","Residential Sales Volume","24719","23530","21424","21429","21039","16900","14233","11566","12565","13433","12355","10345","14328","17611","13782","11487","10145","14805","12305","11833","10598"
"Illinois","17600050IL (WINCHESTER CITY OF)","Residential Sales Volume","60704","63151","62225","58808","55164","55215","57353","62142","55826","61251","51133","42359","56991","62096","49598","48858","46501","62981","52870","49048","48509"
"Illinois","17600050IL (WINCHESTER CITY OF)","Residential Sales Revenue","912827","398381","446134","467276","531981","586935","586935","614469","480937","492865","401339","298964","402049","467448","315121","286125","303338","413126","338869","325060","703869"
"Georgia","17600081GA (ADAIRSVILLE NAT GAS SYS)","Residential Sales Revenue","660647","696424","639004","686360","763746","777475","707801","769210","618804","693509","693509","444736","579227","636415","461694","434411","408605","524021","468961","471624","607142"
"Georgia","17600081GA (ADAIRSVILLE NAT GAS SYS)","Residential Sales Volume","60809","69076","53615","50755","47132","43645","42600","45541","44348","52371","52371","32560","45304","48749","42270","40103","36255","47330","41349","42043","51132"
"Florida","17600120FL (CENTURY TOWN OF)","Residential Sales Revenue","502277","585927","514920","446441","594136","650093","593803","668170","553594","592035","425563","256651","251640","241971","188143","244746","203102","231439","242307","218705","236631"
"Florida","17600120FL (CENTURY TOWN OF)","Residential Sales Volume","50716","66985","57781","52957","50339","56482","50898","49610","51622","56051","42926","16817","16245","18561","11343","12338","8245","9842","9159","8885","10685"
"Alabama","17600139AL (ALABAMA GAS CORP)","Residential Sales Revenue","356002833","279067454","322675230","341780529","386289356","427818755","389838556","409672942","401073337","405596969","326005739","266029462","327347907","334473312","255850140","214617183","239326044","308942445","269747885","257461772","291570229"
"Alabama","17600139AL (ALABAMA GAS CORP)","Residential Sales Volume","29197408","26569027","27408408","25506128","24705598","22408580","20754238","21710610","20995848","24545935","21205767","16072784","20346282","22472903","18953272","16282030","15117903","20132239","17401038","16073174","18783622"
"Alabama","17600141AL (BBT ALATENN LLC)","Residential Sales Revenue","","","","","","","","","","","","","","","","","","","","",""
"West Virginia","17600160WV (STANDARD GAS CO)","Residential Sales Revenue","181205","180000","201088","241910","245198","248298","220241","288105","268860","305127","284956","247419","276183","271953","248220","198916","195537","233675","241883","193516","171713"
"West Virginia","17600160WV (STANDARD GAS CO)","Residential Sales Volume","32128","31296","29947","27451","26627","28385","26425","28439","26136","26693","25982","27349","31859","31908","30422","23604","25839","26558","24136","22307","25055"
"Illinois","17600161IL (ALEDO CITY OF)","Residential Sales Revenue","811434","911163","1033619","1033620","1231770","1077693","1313901","1509867","1257105","968347","815130","717088","884039","952322","775351","768835","775526","891936","914095","938364","1127487"
"Illinois","17600161IL (ALEDO CITY OF)","Residential Sales Volume","126195","141679","140926","131358","123796","115881","123953","137291","130471","120303","116769","102386","137277","136611","110700","109639","110664","126889","129331","117387","113290"
"Alabama","17600162AL (ALEXANDER CITY MUN GAS CO)","Residential Sales Volume","187870","157062","154610","146516","149564","129677","120439","121496","124033","137644","111812","88060","111446","118110","97179","91412","85130","102240","86125","82822","86016"
"Alabama","17600162AL (ALEXANDER CITY MUN GAS CO)","Residential Sales Revenue","2104866","1534818","1903341","1832060","2169330","2329905","2028749","2202528","1753755","1941418","1571649","1203350","1487585","1640878","1250497","1123840","1126482","1338211","1096983","1026176","1200096"
"Louisiana","17600165LA (ALEXANDRIA CITY OF GAS DEPT)","Residential Sales Volume","1340686","1339566","1372073","1226648","1209905","1098727","1200661","1225060","1221494","1357298","1361580","1222251","1435732","1240132","799294","688616","597822","665866","676115","583657","598248"
"Louisiana","17600165LA (ALEXANDRIA CITY OF GAS DEPT)","Residential Sales Revenue","9137658","8405847","8465692","8739557","11451051","10073325","11407791","13219174","8797385","9060735","7444806","5481248","7016121","7433178","3589331","3087405","3043417","3389257","3279158","2830721","2915642"
